department,course,name,units,description,prereqs,satisfies,grading,repeatable,crosslist,sustainability,notes
AE,267,Space Propulsion Systems,3 unit(s),"Rocket propulsion fundamentals. propulsion requirements for: multi-stage launch; orbit establishment, maneuvers and maintenance; spacecraft attitude control. Nozzle flow, thermochemical calculation of performance. Design and performance calculations for systems and components of chemical rockets (liquid, solid, hybrid), electric rockets and advanced concepts.",Prerequisite(s): BS in Aerospace Engineering or BS in Mechanical Engineering or instructor consent.,,Grading: Letter Graded,,,,
AE,269,Advanced Computational Fluid Dynamics,3 unit(s),"Advanced topics in computational fluid dynamics and numerical techniques to solve the Euler and Navier-Stockes equations. The student will use MatLAB, grid generation, CFD and visualization software for homework, and projects.",Prerequisite(s): BS in Aerospace Engineering or BS in Mechanical Engineering or instructor consent.,,Grading: Letter Graded,,,,
AE,271,Advanced Aircraft Design,3 unit(s),"Project course in which students complete the preliminary design of an airplane of their choice. The design process involves defining the mission requirements, weight sizing, performance sizing, fuselage design, wing, high-lift system and lateral controls design, landing gear design, weight and balance, stability and control, drag polars, and final drawings. Final report includes discussion of environmental, economic and safety considerations for the airplane.",Prerequisite(s): BS in Aerospace Engineering or BS in Mechanical Engineering or instructor consent.,Satisfies GWAR: Graduation Writing Assessment Requirement.,Grading: Letter Graded,,,,Note(s): This course satisfies graduate-level GWAR in this master’s program.
AE,273,Aircraft Subsystems,3 unit(s),Aircraft subsystem analysis and design: flight controls; avionics and electrical systems; cabin systems; landing gear and other mechanical systems; systems safety analysis.,Prerequisite(s): BS in Aerospace Engineering or instructor consent.,Satisfies GWAR: Graduation Writing Assessment Requirement.,Grading: Letter Graded,,,,Note(s): This course satisfies graduate-level GWAR in this master’s program.
AE,295A,Aerospace Engineering Masters Project I,3 unit(s),"This is a first-semester aerospace engineering Master’s Project supervision course. Students perform original, graduate level research or design or development, involving aerospace systems under the supervision of an aerospace engineering faculty member or engineers from NASA / aerospace industry.",Prerequisite(s): Advancement to candidacy for the master’s degree and a written proposal approved by the instructor and the Graduate Coordinator. Not available to Open University Students.,,Grading: Letter Graded,,,,
AE,295B,Aerospace Engineering Masters Project II,3 unit(s),"This is a second-semester aerospace engineering Master’s Project supervision course, following AE295A. Students perform original, graduate level research and/or design and/or development, involving aerospace systems or subsystems under the supervision of an aerospace engineering faculty member and/or engineers from NASA / aerospace industry.",Prerequisite(s): “B” or better in AE 295A.,,Grading: Letter Graded,,,,
AE,297,Special Topics in Aerospace Engineering,1-4 unit(s),Special topics that are currently of interest to industry and academia. Content varies from semester to semester. Repeatable for up to six units.,Prerequisite(s): Graduate Standing or instructor consent,,Grading: Letter Graded,Course may be repeated for credit for up to 6 units.,,,
AE,298,Special Projects in Aerospace Engineering,1-3 unit(s),Advanced individual work in Aerospace Engineering.,Prerequisite(s): Instructor consent.,,Grading: Mandatory Credit/No Credit/RP,,,,
AE,299,Aerospace Engineering Masters Thesis,3 unit(s),Master’s thesis work in aerospace engineering.,Prerequisite(s): “CR” in 1st semester to continue in 2nd semester.,,Grading: Mandatory Credit/No Credit/RP,,,,
AE,1290R,Culminating Experience Supervision,1 unit(s),"Continued work on thesis or project beyond minimum required units, for cases in which final deliverables are still in progress.",Prerequisite(s): RP grade in a preceding thesis or project semester.,,Grading: Credit/No Credit/No Degree Credit,Course may be repeated for credit for up to 16 units.,,,Note(s): No Degree Credit.
AFAM,2A,African Americans and the Development of America’s History and Government,3 unit(s),"Major events in America’s development, emphasizing African Americans’ relationship to government and other basic institutions.",,Satisfies D: Social Sciences (formerly GE Area D2).,Grading: Letter Graded,,,,Note(s): Must complete the entire sequence (AFAM 2A and AFAM 2B) to satisfy American Institutions (US123).
AFAM,2B,African Americans and the Development of America’s History and Government,3 unit(s),"Major events in America’s development, emphasizing African-Americans’ relationship to government and other basic institutions. ",Prerequisite(s): AFAM 2A.,Satisfies D (formerly GE Area D3) + US123: Social Sciences and American Institutions.,Grading: Letter Graded,,,,Note(s): Must complete the entire sequence (AFAM 2A and 2B) to satisfy American Institutions (US123).
AFAM,22,The Humanities in African American Culture,3 unit(s),"Analysis of several of the most important African American creative art forms and personalities. Special attention to Black contributions in music, literature, cinema, photography and painting.",,Satisfies F: Ethnic Studies.,Grading: Letter Graded,,,,
AFAM,25,The Changing Majority: Power and Ethnicity in America,3 unit(s),"Comparative and historical analysis of racial minorities. Focus on Euro American response to American Indians, Asian Americans, African Americans and Mexican Americans to provide understanding of minority experience in the U.S. as well as American culture.",,Satisfies F: Ethnic Studies.,Grading: Letter Graded,,Cross-listed with AAS 25 / CCS 25. Chicana Chicano Studies is responsible for scheduling.,"Sustainability Focused - SDG 16: Peace, Justice and Strong Institutions ",
AFAM,40,African Origins,3 unit(s),"Ancient African civilizations to the advent of the slave trade. Folklore and mythology manifested in ceremonies, rituals and rhythmic movements are examined.",,,Grading: Letter Graded,,,,
AFAM,100W,Writing Workshop,3 unit(s),"Development of advanced writing skills through study of principal techniques of communication in the Black community related to Black music, literature and politics.",Prerequisite(s): A3 or equivalent second semester composition course (with a grade of C- or better); completion of core GE; and upper division standing. Or Graduate or Postbaccalaureate level.,Satisfies Writing in the Disciplines (WID).,Grading: Letter Graded,,,,Note(s): Must be passed with C or better to satisfy the CSU Graduation Writing Assessment Requirement (GWAR).
AFAM,102,Black Music,3 unit(s),"Analysis of styles and techniques of major traditions in Black music. Development of music from slave work-a-day songs to rhythm and blues and modern jazz, 1950’s to the present.",Prerequisite(s): Upper division standing or instructor consent.,,Grading: Letter Graded,,,,
AFAM,105,Race and Health Inequities in the US,3 unit(s),"A review of the health and health-related issues of Blacks/African Americans within the U.S.. Major disease health trends are discussed as by-products of the interaction of biological, cultural, economic and social forces in the U.S.",Prerequisite(s): Upper division standing or instructor consent.,,Grading: Letter Graded,,,"Sustainability Focused - SDG 16: Peace, Justice and Strong Institutions ",
AFAM,106,Black Diasporas,3 unit(s),"Examination of the role of race and ethnicity amongst persons of African descent  i.e., the role race and ethnicity plays in primary and secondary relationships amongst Blacks and between Black and non-Black peoples.",,,Grading: Letter Graded,,,,
AFAM,110,Race and Education in the US,3 unit(s),"Analysis of economic, sociocultural and educational issues that affect Black students. Emphasis directed at elementary and secondary school systems.",Prerequisite(s): Upper division standing or instructor consent.,,Grading: Letter Graded,,,Sustainability Focused - SDG 4: Quality Education ,
